2025-09-19T09:01:18.461Z [INFO] [Request] GET / | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:17.812Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.596Z [INFO] [Request] GET / | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.612Z [INFO] [Request] GET /@vite/client | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.614Z [INFO] [Request] GET /src/main.tsx?v=dCgsotHoInxxBPO5l7Q8F | Body: {} | Query: {"v":"dCgsotHoInxxBPO5l7Q8F"} | Params: {}
2025-09-20T12:47:28.616Z [INFO] [Request] GET /@react-refresh | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.620Z [INFO] [Request] GET /@fs/D:/ground%20management/SportsFacilityBooker/node_modules/vite/dist/client/env.mjs | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.663Z [INFO] [Request] GET /src/App.tsx?v=dCgsotHoInxxBPO5l7Q8F | Body: {} | Query: {"v":"dCgsotHoInxxBPO5l7Q8F"} | Params: {}
2025-09-20T12:47:28.664Z [INFO] [Request] GET /src/index.css?v=dCgsotHoInxxBPO5l7Q8F | Body: {} | Query: {"v":"dCgsotHoInxxBPO5l7Q8F"} | Params: {}
2025-09-20T12:47:28.667Z [INFO] [Request] GET /src/lib/queryClient.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.669Z [INFO] [Request] GET /src/components/ui/toaster.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.671Z [INFO] [Request] GET /src/components/ui/tooltip.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.673Z [INFO] [Request] GET /src/hooks/useAuth.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.674Z [INFO] [Request] GET /src/pages/NotFound.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.675Z [INFO] [Request] GET /src/pages/landing.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.676Z [INFO] [Request] GET /src/pages/login.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.678Z [INFO] [Request] GET /src/pages/home.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.679Z [INFO] [Request] GET /src/pages/facilities.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.680Z [INFO] [Request] GET /src/pages/booking.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.681Z [INFO] [Request] GET /src/pages/EnhancedBooking.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.682Z [INFO] [Request] GET /src/pages/profile.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.683Z [INFO] [Request] GET /src/pages/TestPaymentHistory.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.684Z [INFO] [Request] GET /src/pages/PaymentPage.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.685Z [INFO] [Request] GET /src/pages/PendingPayments.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.688Z [INFO] [Request] GET /src/pages/admin/dashboard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.689Z [INFO] [Request] GET /src/pages/admin/sports.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.690Z [INFO] [Request] GET /src/pages/admin/grounds.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.691Z [INFO] [Request] GET /src/pages/admin/plans.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.692Z [INFO] [Request] GET /src/pages/admin/timeslots.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.693Z [INFO] [Request] GET /src/pages/admin/facilities.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.693Z [INFO] [Request] GET /src/pages/admin/bookings.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.694Z [INFO] [Request] GET /src/pages/admin/users.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.695Z [INFO] [Request] GET /src/pages/admin/payments.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.696Z [INFO] [Request] GET /src/pages/admin/reports.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.697Z [INFO] [Request] GET /src/pages/admin/NotificationManagement.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.698Z [INFO] [Request] GET /src/pages/user/Dashboard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.699Z [INFO] [Request] GET /src/hooks/use-toast.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.700Z [INFO] [Request] GET /src/components/ui/toast.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.701Z [INFO] [Request] GET /src/lib/utils.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.703Z [INFO] [Request] GET /src/components/ui/button.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.706Z [INFO] [Request] GET /src/components/ui/card.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.707Z [INFO] [Request] GET /src/components/HeroSection.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.708Z [INFO] [Request] GET /src/components/Navbar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.709Z [INFO] [Request] GET /src/components/FacilityCard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.709Z [INFO] [Request] GET /src/components/ui/input.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.710Z [INFO] [Request] GET /src/components/ui/label.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.711Z [INFO] [Request] GET /src/components/ui/dropdown-menu.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.712Z [INFO] [Request] GET /src/components/ui/badge.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.713Z [INFO] [Request] GET /src/components/ui/dialog.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.714Z [INFO] [Request] GET /src/components/ui/alert-dialog.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.715Z [INFO] [Request] GET /src/components/BookingModal.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.716Z [INFO] [Request] GET /src/components/ui/select.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.717Z [INFO] [Request] GET /src/components/ui/sheet.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.718Z [INFO] [Request] GET /src/components/ui/checkbox.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.720Z [INFO] [Request] GET /src/components/ui/calendar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.721Z [INFO] [Request] GET /src/components/ui/popover.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.721Z [INFO] [Request] GET /src/components/PaymentHistoryModal.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.722Z [INFO] [Request] GET /src/lib/authUtils.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.723Z [INFO] [Request] GET /src/components/ui/tabs.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.725Z [INFO] [Request] GET /src/components/ui/separator.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.725Z [INFO] [Request] GET /src/components/ui/switch.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.728Z [INFO] [Request] GET /src/components/MockPaymentForm.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.729Z [INFO] [Request] GET /src/components/AdminSidebar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.729Z [INFO] [Request] GET /src/components/StatsCard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.731Z [INFO] [Request] GET /src/components/ui/form.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.731Z [INFO] [Request] GET /src/components/ui/textarea.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.733Z [INFO] [Request] GET /@fs/D:/ground%20management/SportsFacilityBooker/shared/schema.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.734Z [INFO] [Request] GET /src/components/ui/table.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.735Z [INFO] [Request] GET /src/lib/exportUtils.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.736Z [INFO] [Request] GET /src/components/NotificationCenter.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.737Z [INFO] [Request] GET /src/components/ui/avatar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.739Z [INFO] [Request] GET /src/components/ui/radio-group.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.740Z [INFO] [Request] GET /src/components/ReceiptModal.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.741Z [INFO] [Request] GET /src/components/ui/scroll-area.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.778Z [INFO] [Request] GET /api/auth/user | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.778Z [INFO] [Response] GET /api/auth/user | Status: 401 | Body: {"message":"Unauthorized"}
2025-09-20T12:47:28.783Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.797Z [INFO] [Request] GET /api/facilities | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:28.802Z [INFO] [Response] GET /api/facilities | Status: 200 | Body: [{"id":1,"facilityId":1,"groundId":1,"name":"Court1","type":"badminton","description":"lol","capacity":10,"hourlyRate":"200","monthlyRate":"6000","yearlyRate":"73000","isActive":true,"location":"raipur","amenities":["w"],"images":[],"createdAt":"2025-09-19T11:43:01.882Z","updatedAt":"2025-09-19T11:43:01.882Z","source":"master","sportName":"Badminton","sportCode":"BAD12","groundCode":"C1","bookingTypes":{"perPerson":false,"fullGround":true},"plans":[{"id":1,"planId":1,"planName":"Per day","planType":"hourly","durationDays":1,"basePrice":200,"peakHourMultiplier":1.5,"weekendMultiplier":1.2}]}]
2025-09-20T12:47:30.801Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:32.960Z [INFO] [Request] GET /api/auth/user | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:32.961Z [INFO] [Response] GET /api/auth/user | Status: 200 | Body: {"id":"demo-admin-001","email":"admin@demo.com","firstName":"Admin","lastName":"User","profileImageUrl":null,"phone":null,"password":"$2b$10$GhuTb0BxFB/2mdIohGxa3e0sT4rzjhGwFL/S29YXgD5vTY2J9Jsee","role":"admin","isActive":true,"emailVerified":false,"notificationPreferences":{"sms":true,"email":true,"marketing":false},"createdAt":"2025-09-19T01:31:32.185Z","updatedAt":"2025-09-19T01:31:32.185Z","userType":"admin"}
2025-09-20T12:47:32.966Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:33.006Z [INFO] [Request] GET /api/admin/stats | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:33.074Z [INFO] [Request] GET /api/admin/bookings?limit=10 | Body: {} | Query: {"limit":"10"} | Params: {}
2025-09-20T12:47:33.086Z [INFO] [Response] GET /api/admin/bookings?limit=10 | Status: 200 | Body: {"bookings":[{"id":18,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-10-06","endDate":"2025-10-06","duration":1,"participantCount":1,"totalAmount":"200.00","paidAmount":"200.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T18:09:55.167Z","updatedAt":"2025-09-20T12:40:20.374Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-10-06","startTime":"06:00:00","endTime":"07:00:00"},{"id":17,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-10-05","endDate":"2025-10-05","duration":1,"participantCount":1,"totalAmount":"240.00","paidAmount":"240.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T18:07:27.032Z","updatedAt":"2025-09-20T12:37:49.130Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-10-05","startTime":"12:00:00","endTime":"13:00:00"},{"id":16,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-10-04","endDate":"2025-10-04","duration":1,"participantCount":1,"totalAmount":"240.00","paidAmount":"240.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T18:03:47.061Z","updatedAt":"2025-09-20T12:34:11.629Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-10-04","startTime":"08:00:00","endTime":"09:00:00"},{"id":15,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-10-03","endDate":"2025-10-03","duration":1,"participantCount":1,"totalAmount":"200.00","paidAmount":"200.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T18:01:36.296Z","updatedAt":"2025-09-20T12:32:00.810Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-10-03","startTime":"08:00:00","endTime":"09:00:00"},{"id":14,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-10-02","endDate":"2025-10-02","duration":1,"participantCount":1,"totalAmount":"200.00","paidAmount":"200.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T17:59:20.712Z","updatedAt":"2025-09-20T12:29:54.677Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-10-02","startTime":"08:00:00","endTime":"09:00:00"},{"id":13,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-10-01","endDate":"2025-10-01","duration":1,"participantCount":1,"totalAmount":"200.00","paidAmount":"200.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T17:56:55.449Z","updatedAt":"2025-09-20T12:27:18.997Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-10-01","startTime":"08:00:00","endTime":"09:00:00"},{"id":12,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-09-30","endDate":"2025-09-30","duration":1,"participantCount":1,"totalAmount":"200.00","paidAmount":"200.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T17:52:26.752Z","updatedAt":"2025-09-20T12:23:30.769Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-09-30","startTime":"16:00:00","endTime":"17:00:00"},{"id":11,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-09-29","endDate":"2025-09-29","duration":1,"participantCount":1,"totalAmount":"200.00","paidAmount":"200.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T17:47:29.244Z","updatedAt":"2025-09-20T12:18:01.182Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-09-29","startTime":"06:00:00","endTime":"07:00:00"},{"id":10,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-09-28","endDate":"2025-09-28","duration":1,"participantCount":1,"totalAmount":"240.00","paidAmount":"240.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"completed","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T17:42:09.438Z","updatedAt":"2025-09-20T12:12:37.165Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-09-28","startTime":"10:00:00","endTime":"11:00:00"},{"id":9,"userId":"demo-client-001","sportId":1,"groundId":1,"bookingType":"full-ground","planType":"hourly","startDate":"2025-09-27","endDate":"2025-09-27","duration":1,"participantCount":1,"totalAmount":"240.00","paidAmount":"0.00","discountAmount":"0.00","status":"confirmed","paymentStatus":"pending","paymentMethod":"pending","isRecurring":false,"recurringEndDate":null,"notes":null,"createdAt":"2025-09-20T17:40:01.525Z","updatedAt":"2025-09-20T17:40:01.525Z","firstName":"John","lastName":"Doe","userName":"John Doe","userEmail":"client@demo.com","userPhone":null,"sportName":"Badminton","groundName":"Court1","facilityName":"Court1","facilityId":1,"capacity":10,"bookingDate":"2025-09-27","startTime":"10:00:00","endTime":"11:00:00"}],"total":19}
2025-09-20T12:47:33.099Z [INFO] [Response] GET /api/admin/stats | Status: 200 | Body: {"todayBookings":2,"totalBookings":19,"todayRevenue":3200,"totalRevenue":4560,"activeUsers":5,"activeGrounds":1,"confirmed":19,"pending":0,"cancelled":0,"completed":0,"liveSessions":0}
2025-09-20T12:47:38.570Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:39.472Z [INFO] [Request] GET /api/admin/reports/revenue?period=month&startDate=&endDate= | Body: {} | Query: {"period":"month","startDate":"","endDate":""} | Params: {}
2025-09-20T12:47:39.473Z [INFO] [Request] GET /api/admin/reports/revenue-by-sport?period=month&startDate=&endDate= | Body: {} | Query: {"period":"month","startDate":"","endDate":""} | Params: {}
2025-09-20T12:47:39.474Z [INFO] [Request] GET /api/admin/reports/facility-usage?period=month&startDate=&endDate= | Body: {} | Query: {"period":"month","startDate":"","endDate":""} | Params: {}
2025-09-20T12:47:39.485Z [INFO] [Response] GET /api/admin/reports/revenue?period=month&startDate=&endDate= | Status: 200 | Body: [{"period":"2025-09-01 00:00:00","period_label":"2025-09","transaction_count":"18","total_revenue":"4560.00","avg_transaction_value":"253.3333333333333333"}]
2025-09-20T12:47:39.487Z [INFO] [Response] GET /api/admin/reports/facility-usage?period=month&startDate=&endDate= | Status: 200 | Body: [{"sport_name":"Badminton","ground_name":"Court1","period":"2025-10-01 00:00:00+05:30","period_label":"2025-10","total_bookings":"6","total_slots_used":"6","total_participants":"6","avg_participants_per_slot":"1.00000000000000000000","confirmed_bookings":"6","cancelled_bookings":"0","utilization_rate":"100.00"},{"sport_name":"Badminton","ground_name":"Court1","period":"2025-09-01 00:00:00+05:30","period_label":"2025-09","total_bookings":"13","total_slots_used":"13","total_participants":"13","avg_participants_per_slot":"1.00000000000000000000","confirmed_bookings":"13","cancelled_bookings":"0","utilization_rate":"100.00"}]
2025-09-20T12:47:39.491Z [INFO] [Response] GET /api/admin/reports/revenue-by-sport?period=month&startDate=&endDate= | Status: 200 | Body: [{"sport_name":"Badminton","period":"2025-09-01 00:00:00","period_label":"2025-09","transaction_count":"18","total_revenue":"4560.00","avg_transaction_value":"253.3333333333333333"}]
2025-09-20T12:47:39.494Z [INFO] [Request] GET /api/admin/reports/member-payments?userId=&startDate=&endDate= | Body: {} | Query: {"userId":"","startDate":"","endDate":""} | Params: {}
2025-09-20T12:47:39.496Z [INFO] [Request] GET /api/admin/reports/coupon-usage?startDate=&endDate= | Body: {} | Query: {"startDate":"","endDate":""} | Params: {}
2025-09-20T12:47:39.496Z [INFO] [Response] GET /api/admin/reports/coupon-usage?startDate=&endDate= | Status: 200 | Body: []
2025-09-20T12:47:39.497Z [INFO] [Response] GET /api/admin/reports/member-payments?userId=&startDate=&endDate= | Status: 200 | Body: [{"user_id":"demo-client-001","first_name":"John","last_name":"Doe","email":"client@demo.com","total_payments":"15","total_paid":"3200.00","avg_payment_amount":"213.3333333333333333","cash_payments":"0","upi_payments":"0","card_payments":"0","bank_transfer_payments":"0","first_payment_date":"2025-09-20 17:18:49.316628","latest_payment_date":"2025-09-20 18:16:42.865527","unique_bookings_paid":"15"},{"user_id":"demo-admin-001","first_name":"Admin","last_name":"User","email":"admin@demo.com","total_payments":"2","total_paid":"1160.00","avg_payment_amount":"580.0000000000000000","cash_payments":"0","upi_payments":"0","card_payments":"0","bank_transfer_payments":"0","first_payment_date":"2025-09-19 13:52:39.294288","latest_payment_date":"2025-09-19 18:37:12.195284","unique_bookings_paid":"2"},{"user_id":"user-1758260609149","first_name":"Faizan","last_name":"Qureshi","email":"faiz@gmail.com","total_payments":"1","total_paid":"200.00","avg_payment_amount":"200.0000000000000000","cash_payments":"0","upi_payments":"0","card_payments":"0","bank_transfer_payments":"0","first_payment_date":"2025-09-19 18:38:29.455324","latest_payment_date":"2025-09-19 18:38:29.455324","unique_bookings_paid":"1"}]
2025-09-20T12:47:39.501Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:39.606Z [INFO] [Request] GET /api/admin/reports/member-bookings?userId=&startDate=&endDate= | Body: {} | Query: {"userId":"","startDate":"","endDate":""} | Params: {}
2025-09-20T12:47:39.608Z [INFO] [Response] GET /api/admin/reports/member-bookings?userId=&startDate=&endDate= | Status: 200 | Body: [{"user_id":"demo-client-001","first_name":"John","last_name":"Doe","email":"client@demo.com","phone":null,"total_bookings":"16","total_booking_value":"3440.00","total_participants":"16","avg_booking_value":"215.0000000000000000","confirmed_bookings":"16","cancelled_bookings":"0","pending_bookings":"0","first_booking_date":"2025-09-20 17:17:58.918812","latest_booking_date":"2025-09-20 18:16:19.904579","sports_played":"Badminton"},{"user_id":"demo-admin-001","first_name":"Admin","last_name":"User","email":"admin@demo.com","phone":null,"total_bookings":"2","total_booking_value":"1160.00","total_participants":"2","avg_booking_value":"580.0000000000000000","confirmed_bookings":"2","cancelled_bookings":"0","pending_bookings":"0","first_booking_date":"2025-09-19 13:52:01.786645","latest_booking_date":"2025-09-19 18:36:48.650331","sports_played":"Badminton"},{"user_id":"user-1758260609149","first_name":"Faizan","last_name":"Qureshi","email":"faiz@gmail.com","phone":"91315641322","total_bookings":"1","total_booking_value":"200.00","total_participants":"1","avg_booking_value":"200.0000000000000000","confirmed_bookings":"1","cancelled_bookings":"0","pending_bookings":"0","first_booking_date":"2025-09-19 18:38:09.146085","latest_booking_date":"2025-09-19 18:38:09.146085","sports_played":"Badminton"}]
2025-09-20T12:47:43.091Z [INFO] [Request] GET /api/admin/payments | Body: {} | Query: {} | Params: {}
2025-09-20T12:47:43.093Z [INFO] [Request] GET /api/admin/pending-payments | Body: {} | Query: {} | Params: {}
